date,title,subtitle,claps,responses,story_url
02/03/2019,Late Again. Blame the Traffic? No. Blame Yourself. Here’s What to Do About It,-,128,1,https://medium.com/swlh/late-again-blame-the-traffic-no-blame-yourself-heres-what-to-do-about-it-9fbc589a7101?source=collection_archive---------6-----------------------
02/03/2019,Super Bowl Coach Bill Belichick’s 3 Most Important Stories of Winning,-,197,0,https://medium.com/swlh/super-bowl-coach-bill-belichicks-3-most-important-stories-of-winning-9311443ca9c9?source=collection_archive---------7-----------------------
02/03/2019,Why 2019 is an Important Year for Impact Investing,-,205,0,https://medium.com/swlh/why-2019-is-an-important-year-for-impact-investing-6bee1fd24967?source=collection_archive---------8-----------------------
02/03/2019,Dear vendors: Never ask about a prospect’s budget,-,101,0,https://medium.com/swlh/dear-vendors-never-ask-about-a-prospects-budget-74b370758d6a?source=collection_archive---------9-----------------------
02/03/2019,How to create snippets on Visual Studio Code editor,-,15,0,https://medium.com/swlh/how-to-create-snippets-on-visual-studio-code-editor-8c3643ad3500?source=collection_archive---------10-----------------------
02/03/2019,Essential Observational Skills To Read People,How To Study Non-Verbal Cues,724,5,https://medium.com/swlh/how-to-study-non-verbal-cues-bdff34e46c90?source=collection_archive---------11-----------------------
02/03/2019,This Is Why You Should Start Writing,Connect the dots.,130,2,https://medium.com/swlh/this-is-why-you-should-start-writing-97e0b1022d67?source=collection_archive---------12-----------------------
02/03/2019,$5 million per 30 seconds does not make sense to me,"This year, advertisers are paying a whopping $5.25…",11,0,https://medium.com/swlh/5-million-per-30-seconds-does-not-make-sense-to-me-b92bcbc42c72?source=collection_archive---------13-----------------------
02/03/2019,Change the Way You Work,-,121,0,https://medium.com/swlh/change-the-way-you-work-6a6749642d0b?source=collection_archive---------14-----------------------
02/03/2019,Writing About Your Mental Health Challenges Doesn’t Need to be a Rant,-,487,3,https://medium.com/swlh/writing-about-your-mental-health-challenges-doesnt-need-to-be-a-rant-528e472bf06b?source=collection_archive---------15-----------------------
02/03/2019,Knowing How to Learn from Failed Projects in Your Business,-,17,0,https://medium.com/swlh/knowing-how-to-learn-from-failed-projects-in-your-business-39d03c9be7bb?source=collection_archive---------16-----------------------
02/03/2019,Why We Should Write Everyday,-,148,0,https://medium.com/swlh/why-you-should-write-everyday-2fd2b3a977cb?source=collection_archive---------17-----------------------
02/04/2019,Want To Become A Multi-Millionaire? Do These 15 Things Immediately.,“The greatest reward in becoming a…,8.1K,37,https://medium.com/swlh/want-to-become-a-multi-millionaire-do-these-15-things-immediately-1d820ae569cd?source=collection_archive---------0-----------------------
02/04/2019,Applications Of Machine Learning,-,502,4,https://medium.com/swlh/applications-of-machine-learning-9f77e6eb7acc?source=collection_archive---------1-----------------------
02/04/2019,Soft skills are an investment,-,1.1K,3,https://medium.com/swlh/soft-skills-are-an-investment-fc72f94c6a05?source=collection_archive---------2-----------------------
02/04/2019,9 ways how to motivate employees in 2019,You don’t have to throw money away like a crazy,230,0,https://medium.com/swlh/9-ways-how-to-motivate-employees-in-2019-ab91b26087ab?source=collection_archive---------3-----------------------
02/04/2019,Don’t spend your life being a box-checker,— And other lessons I learned from Chamath Palihapitiya,169,2,https://medium.com/swlh/dont-spend-your-life-being-a-box-checker-5af79b00b7a6?source=collection_archive---------4-----------------------
02/04/2019,How we got a million new signups in 2018,-,1.8K,1,https://medium.com/swlh/how-we-got-a-million-new-signups-in-2018-2a1d1b4a2a5e?source=collection_archive---------5-----------------------
02/04/2019,Why Some Bosses Suck,-,254,3,https://medium.com/swlh/why-some-bosses-suck-77e763e9e8b9?source=collection_archive---------6-----------------------
02/04/2019,2 Reasons Why It’s So Hard To Take Our Own Advice,-,42,0,https://medium.com/swlh/2-reasons-why-its-so-hard-to-take-our-own-advice-c178f42fcd38?source=collection_archive---------7-----------------------
02/04/2019,Just How Smart Are Your Smart Bins?,-,107,0,https://medium.com/swlh/just-how-smart-are-your-smart-bins-ab40ce74813b?source=collection_archive---------8-----------------------
02/04/2019,World CryptoMap: China,-,1.2K,6,https://medium.com/swlh/world-cryptomap-china-ab19a1ac81e7?source=collection_archive---------9-----------------------
02/04/2019,Are We Sleepwalking Into A Control Society?,-,87,2,https://medium.com/swlh/are-we-sleepwalking-into-a-control-society-b7156b803ba6?source=collection_archive---------10-----------------------
02/04/2019,How To Explain Blockchain So Even Your Grandfather Will Understand,-,85,0,https://medium.com/swlh/how-to-explain-blockchain-so-even-your-grandfather-will-understand-37e5f0f3e732?source=collection_archive---------11-----------------------
02/04/2019,Find meaning in your stress,-,166,1,https://medium.com/swlh/find-meaning-in-your-stress-56c4c2987e06?source=collection_archive---------12-----------------------
02/04/2019,Forge These [2+3] Habits To Guarantee Massive Productivity,The Pattern Of Massive Productivity …,296,0,https://medium.com/swlh/forge-these-2-3-habits-to-guarantee-massive-productivity-d11815a855de?source=collection_archive---------13-----------------------
02/04/2019,How You Get There Matters,"If You Desire to Live a Rich, Full, and Meaningful Life",132,0,https://medium.com/swlh/how-you-get-there-doesnt-matter-a52c3ead54de?source=collection_archive---------14-----------------------
02/04/2019,The Beauty of Pursuit,-,371,2,https://medium.com/swlh/the-beauty-of-pursuit-e23a0e0aaf21?source=collection_archive---------15-----------------------
02/04/2019,"Telegram’s Own Cryptocurrency, TON Is Almost Ready To Be Launched.",-,68,0,https://medium.com/swlh/telegrams-own-cryptocurrency-ton-is-almost-ready-to-be-launched-6739d7b11347?source=collection_archive---------16-----------------------
02/04/2019,How to calculate your hourly rates,"If you have to bill your work out by the hour, here’s how to…",4,0,https://medium.com/swlh/how-to-calculate-your-hourly-rates-334e87659804?source=collection_archive---------17-----------------------
02/04/2019,Why Building the Right IT Foundation is Crucial for Startups,-,235,0,https://medium.com/swlh/why-building-the-right-it-foundation-is-crucial-for-startups-dab123c6ab8a?source=collection_archive---------18-----------------------
02/04/2019,STOs are driving the crypto market in 2019 while ICOs are still struggling,Despite the spectacular…,40,0,https://medium.com/swlh/stos-are-driving-the-crypto-market-in-2019-while-icos-are-still-struggling-7b06f89c62f3?source=collection_archive---------19-----------------------
02/04/2019,The Gift Of Failure,My Superheroes Are Ordinary And Fail Regularly,166,0,https://medium.com/swlh/the-gift-of-failure-a31bcdb0c39?source=collection_archive---------20-----------------------
02/04/2019,40 Things That Actually Matter To Me (both love & hate),-,323,2,https://medium.com/swlh/40-things-that-actually-matter-to-me-both-love-hate-7dccefff82e5?source=collection_archive---------21-----------------------
02/04/2019,Why Embracing Failure Is the New Black,"In the design world, managing failure and taking risk is the…",409,1,https://medium.com/swlh/why-failure-is-the-new-black-when-it-comes-to-creativity-fda74dc42e91?source=collection_archive---------22-----------------------
02/04/2019,Your Business and New Employees: How to Adjust Your Processes,-,51,0,https://medium.com/swlh/your-business-and-new-employees-how-to-adjust-your-processes-6cfc314b83ab?source=collection_archive---------23-----------------------
02/05/2019,Is Freelancing On Fiverr Worth It? Here’s The Honest Truth,-,1.4K,21,https://medium.com/swlh/is-freelancing-on-fiverr-worth-it-heres-the-truth-5d91f8c81385?source=collection_archive---------0-----------------------
02/05/2019,Neuromyths: The 10 Top Misconceptions about your Brain,-,296,3,https://medium.com/swlh/neuromyths-the-10-top-misconceptions-about-your-brain-51675a4f4c4f?source=collection_archive---------1-----------------------
02/05/2019,"Blockchain, Bitcoin and Crypto for Dummies",How to join the revolution of money when you are not a…,977,1,https://medium.com/swlh/blockchain-bitcoin-and-crypto-for-dummies-a74cf213b31c?source=collection_archive---------2-----------------------
02/05/2019,How to Identify and Find Product-Market Fit,-,223,1,https://medium.com/swlh/how-to-identify-and-find-product-market-fit-bdf56edaa65c?source=collection_archive---------3-----------------------
02/05/2019,This 1 Question Made 1 Man $100 Million,David Osborn is an aggressive entrepreneur who owns over a…,2.2K,6,https://medium.com/swlh/this-1-question-made-1-man-100-million-cb88ab584414?source=collection_archive---------4-----------------------
02/05/2019,How to Have Hyper-Efficient Communication Within Remote Teams,-,915,1,https://medium.com/swlh/how-to-have-hyper-efficient-communication-within-remote-teams-3e74e87eb762?source=collection_archive---------5-----------------------
02/05/2019,How to Setup Your Sales Team to be Wildly Successful,-,40,0,https://medium.com/swlh/how-to-setup-your-sales-team-to-be-wildly-successful-5856cc9186b7?source=collection_archive---------6-----------------------
02/05/2019,Fyre Festival and the Daily Frauds of Entrepreneurship,The line separating Billy MacFarland from legitimate entrepreneurs is a lot fuzzier than you might think.,396,6,https://medium.com/swlh/fyre-festival-and-the-daily-frauds-of-entrepreneurship-cf2b09f2f10a?source=collection_archive---------7-----------------------
02/05/2019,How To Figure Out What You Want To Write About,The eternal struggle.,120,0,https://medium.com/swlh/how-to-figure-out-what-you-want-to-write-about-210f7a90a7c?source=collection_archive---------8-----------------------
02/05/2019,What Happens When Your Boss Reneges on the Raise He Promised,First steps at starting your business,1.3K,6,https://medium.com/swlh/what-happens-when-your-boss-reneges-on-the-raise-he-promised-b545723aa438?source=collection_archive---------9-----------------------
02/05/2019,It’s About Cake,I’m shirtless with my arms crossed in front of me…I’m alone…and a cake covers the…,182,0,https://medium.com/swlh/its-about-cake-fb25864ca463?source=collection_archive---------10-----------------------
02/05/2019,Building a brand should be part of your product roadmap,-,343,0,https://medium.com/swlh/building-a-brand-should-be-part-of-your-product-roadmap-7cea4b98ccfc?source=collection_archive---------11-----------------------
02/05/2019,Build your freelance business on values,Success and money will come if you stick to what you believe…,265,1,https://medium.com/swlh/build-your-freelance-business-on-values-4047b56df8ba?source=collection_archive---------12-----------------------
02/05/2019,Who Said Older Adults Don’t Like Technology?,-,0,0,N/A
02/05/2019,Sign Up For A Free Webinar On ETL Development With Python And SQL,-,78,0,https://medium.com/swlh/free-webinar-on-etl-development-with-python-and-sql-e974f388051c?source=collection_archive---------14-----------------------
02/05/2019,Top 3 Reasons Why You Should Be Using SMS Marketing To Grow Your Business,-,200,2,https://medium.com/swlh/top-3-reasons-why-you-should-be-using-sms-marketing-to-grow-your-business-cb0fd088f49a?source=collection_archive---------15-----------------------
