date,title,subtitle,claps,responses,story_url
02/14/2019,MacGyver Season 1 Episode 17 Science Notes: Ruler,-,50,0,https://medium.com/swlh/macgyver-season-1-episode-17-science-notes-ruler-9e087fc251ac?source=collection_archive---------24-----------------------
02/14/2019,The 4 most common results you’ll get from your MVP and what they mean,-,21,0,https://medium.com/swlh/the-4-most-common-results-youll-get-from-your-mvp-and-what-they-mean-7ea82bccdacf?source=collection_archive---------25-----------------------
02/14/2019,A Truly Stateless Capital,-,37,0,https://medium.com/swlh/a-truly-stateless-capital-9b14066907a?source=collection_archive---------26-----------------------
02/15/2019,Time isn’t money; productivity is,Why you should stop counting hours at the office,1.3K,4,https://medium.com/swlh/time-isnt-money-productivity-is-a4e4ce14f21?source=collection_archive---------0-----------------------
02/15/2019,Why Positive Affirmations and Mantras Work,MINDFULNESS SERIES,648,4,https://medium.com/swlh/why-positive-affirmations-and-mantras-work-3352ffcc4590?source=collection_archive---------1-----------------------
02/15/2019,The Snowball Effect: How To Compound Your Wealth Using Dividends?,-,27,1,https://medium.com/swlh/the-snowball-effect-how-to-compound-your-wealth-using-dividends-d92b719ffe79?source=collection_archive---------2-----------------------
02/15/2019,How Much Does It Cost to Make a Medical App In 2019,-,113,6,https://medium.com/swlh/how-much-does-it-cost-to-make-a-medical-app-in-2019-37496513c301?source=collection_archive---------3-----------------------
02/15/2019,An Extra Hour Learning Per Day Will Bring Success Your Way,-,109,2,https://medium.com/swlh/an-extra-hour-learning-per-day-will-bring-success-your-way-6ac69ac47fbb?source=collection_archive---------4-----------------------
02/15/2019,Quiz: Are you a Changer or a Runner?,-,302,1,https://medium.com/swlh/quiz-are-you-a-changer-or-a-runner-3ce858438aa3?source=collection_archive---------5-----------------------
02/15/2019,The Magic Formula to CAC is Knowing How Soon You Need to Get it Covered.,Being one of 6 metrics every…,156,0,https://medium.com/swlh/the-magic-formula-to-cac-is-knowing-how-soon-you-need-to-get-it-covered-e17ed834f1f6?source=collection_archive---------6-----------------------
02/15/2019,The Doctor Is In: Health App Interfaces and The Future of Health Trackers,-,214,3,https://medium.com/swlh/the-doctor-is-in-health-app-interfaces-and-the-future-of-health-trackers-2dd12bdfdec1?source=collection_archive---------7-----------------------
02/15/2019,DeepDive: The secret of being a Product Leader,"Interview with Anuj Rathi, VP, Product Management at…",118,1,https://medium.com/swlh/deepdive-the-secret-of-being-a-product-leader-de524567a1f0?source=collection_archive---------8-----------------------
02/15/2019,"If your boss is awesome, *YOU* will also become awesome",The ripple effect of a great boss,295,2,https://medium.com/swlh/if-your-boss-is-awesome-you-will-also-become-awesome-c749191ed603?source=collection_archive---------9-----------------------
02/15/2019,Empower yourself by learning how to work with APIs without code,-,238,1,https://medium.com/swlh/empower-yourself-by-learning-how-to-work-with-apis-without-code-8990ba08444e?source=collection_archive---------10-----------------------
02/15/2019,I Split Test My Job Applications — You Should Too,"Applying for jobs has never been so easy, or so…",191,3,https://medium.com/swlh/i-split-test-my-job-applications-you-should-too-f456e7999bc2?source=collection_archive---------11-----------------------
02/15/2019,Service Dogs Help Vets With PTSD,-,309,2,https://medium.com/swlh/service-dogs-help-vets-with-ptsd-12b0ade76026?source=collection_archive---------12-----------------------
02/15/2019,Suneet Bhatt (Crazy Egg) on scaling a company to avoid revenue stagnation,"Recently, I got a chance to…",55,1,https://medium.com/swlh/crazy-egg-fa509b71a56b?source=collection_archive---------13-----------------------
02/15/2019,What Pomodoro Technique Has in Common With Body Cycles?,-,580,1,https://medium.com/swlh/what-pomodoro-technique-has-in-common-with-body-cycles-5e5ba8c9ba73?source=collection_archive---------14-----------------------
02/15/2019,The THREE Most Valuable Lessons I Have Learned on Medium,-,475,5,https://medium.com/swlh/the-three-most-valuable-lessons-i-have-learned-on-medium-14361b881e0f?source=collection_archive---------15-----------------------
02/15/2019,How An Hair Stylist Made Me Realize How Gorgeously Myopic I was,-,353,1,https://medium.com/swlh/how-an-hair-stylist-made-me-realize-how-gorgeously-myopic-i-was-ce8122b3ade9?source=collection_archive---------16-----------------------
02/15/2019,6 Productivity Hacks Freelancers Should Have in Place,From the moment someone reaches out about a…,16,0,https://medium.com/swlh/tools-of-the-trade-everything-a-freelancer-should-have-in-place-before-landing-a-client-d0186b54bbf7?source=collection_archive---------17-----------------------
02/15/2019,Companies: Stop Using Geo-IP to Determine Communications Language,-,34,1,https://medium.com/swlh/companies-stop-using-geo-ip-to-determine-communications-language-953deb775a63?source=collection_archive---------18-----------------------
02/16/2019,"I Spent 60 Minutes With A Billionaire Yesterday, Here’s What I Learned","Yesterday, I sat down with…",3.3K,12,https://medium.com/swlh/i-spent-60-minutes-with-a-billionaire-yesterday-heres-what-i-learned-56f1802105e3?source=collection_archive---------0-----------------------
02/16/2019,Burn rate 101,-,824,3,https://medium.com/swlh/burn-rate-101-9d4f81ea3cbb?source=collection_archive---------1-----------------------
02/16/2019,"Once You Understand These 5 Fundamentals, You’ll Be Able to Consistently Achieve HUGE Goals",-,2.1K,9,https://medium.com/swlh/once-you-understand-these-5-fundamentals-youll-be-able-to-consistently-achieve-huge-goals-60420c45b5b0?source=collection_archive---------2-----------------------
02/16/2019,Why More Startups Should Embrace the 80/20 Rule Early On,-,284,2,https://medium.com/swlh/why-more-startups-should-embrace-the-80-20-rule-early-on-93040a837c2d?source=collection_archive---------3-----------------------
02/16/2019,The History of Silicon Valley — A Brief Summary (Part 1/3),-,696,3,https://medium.com/swlh/the-history-of-silicon-valley-a-brief-summary-part-1-3-5a7ffcae9e71?source=collection_archive---------4-----------------------
02/16/2019,Why You Must Embrace Trauma,Massive Growth Requires a Transition Through Trauma.,281,3,https://medium.com/swlh/here-why-you-must-embrace-trauma-a062f1986acc?source=collection_archive---------5-----------------------
02/16/2019,How to Deal with Depression as an Entrepreneur,-,329,1,https://medium.com/swlh/how-to-deal-with-depression-as-an-entrepreneur-143912acc6c5?source=collection_archive---------6-----------------------
02/16/2019,The One Thing Your Business Must Have To Be Successful,-,137,1,https://medium.com/swlh/the-one-thing-your-business-must-have-to-be-successful-c5e6558c4714?source=collection_archive---------7-----------------------
02/16/2019,Swerve Case Study: IOS/Android App,My attempt to innovate in the restaurant point of sale game,131,2,https://medium.com/swlh/designing-a-restaurant-specific-point-of-sale-for-mobile-case-study-d9f6e9dccdde?source=collection_archive---------8-----------------------
02/16/2019,13 Ways to Make Your Life Much Easier ASAP,-,36,0,https://medium.com/swlh/13-ways-to-make-your-life-much-easier-asap-85d755bb8fdb?source=collection_archive---------9-----------------------
02/16/2019,Brand Equity: Your People Are Your Golden Ticket,-,992,1,https://medium.com/swlh/brand-equity-your-people-are-your-golden-ticket-286499b5c27?source=collection_archive---------10-----------------------
02/16/2019,I Think I Have a Startup Idea,Now what?,64,0,https://medium.com/swlh/i-think-i-have-a-startup-idea-c178d5f42814?source=collection_archive---------11-----------------------
02/16/2019,3 Essential Tips To Find Happiness In Your Cubicle,-,194,1,https://medium.com/swlh/3-essential-tips-to-find-happiness-in-your-cubicle-42a15fc1634d?source=collection_archive---------12-----------------------
02/17/2019,Top 11 Mobile App Analytics Platforms (Pricing Included),Creating an app is only half of the battle…,577,6,https://medium.com/swlh/top-11-mobile-app-analytics-platforms-pricing-included-cdc553578fd?source=collection_archive---------0-----------------------
02/17/2019,How To Feel Less Guilty All The Damn Time,Sometimes guilt is just people pleasing in disguise,355,5,https://medium.com/swlh/how-to-stop-triggering-your-guilt-all-the-damn-time-23e6b84db706?source=collection_archive---------1-----------------------
02/17/2019,A Universal Truth Of Life: Failure,Failure is universal to humanity and necessary.,557,6,https://medium.com/swlh/a-universal-truth-of-life-failure-981976221e7c?source=collection_archive---------2-----------------------
02/17/2019,Pixar’s secret formula revealed,A timeless story from infinity to beyond,570,4,https://medium.com/swlh/pixars-secret-formula-revealed-318b79b1e77b?source=collection_archive---------3-----------------------
02/17/2019,Why We Trust Apple and Google More Than Our Governments,-,322,4,https://medium.com/swlh/why-we-trust-apple-and-google-more-than-our-governments-6fc7863ab7a6?source=collection_archive---------4-----------------------
02/17/2019,You Don’t Have To Struggle To Be Successful And Happy,The real key lies in surrender,899,5,https://medium.com/swlh/you-dont-have-to-struggle-to-be-successful-and-happy-a06932d4a69e?source=collection_archive---------5-----------------------
02/17/2019,This Is How a Virtual Assistant Can Enhance Your Business,-,57,2,https://medium.com/swlh/this-is-how-a-virtual-assistant-can-enhance-your-business-400757cf0468?source=collection_archive---------6-----------------------
02/17/2019,Would You Like To Rewire Your Brain for Happiness?,The first steps in balancing the negativity bias &…,209,1,https://medium.com/swlh/would-you-like-to-rewire-your-brain-for-happiness-ab481c3dd98b?source=collection_archive---------7-----------------------
02/17/2019,Why We Need to Be ‘OK’ in The Fallow Season.,Are you in a season that doesn’t seem to be producing any…,21,0,https://medium.com/swlh/why-we-need-to-be-ok-in-the-fallow-season-1d049d4e6d05?source=collection_archive---------8-----------------------
02/17/2019,How I overcame every failure in my life,-,425,5,https://medium.com/swlh/how-i-overcame-every-failure-in-my-life-316146c6035c?source=collection_archive---------9-----------------------
02/17/2019,The #1 Way to Reduce Stress and Live the Life You’ve Always Wanted,-,289,1,https://medium.com/swlh/the-1-way-to-reduce-stress-and-live-the-live-youve-always-wanted-193950f71ce4?source=collection_archive---------10-----------------------
02/17/2019,Marketing at a start-up: why seeing your brand tribe is important and why it can be tricky to do so,-,370,1,https://medium.com/swlh/marketing-at-a-start-up-why-seeing-your-brand-tribe-is-important-and-why-it-can-be-tricky-to-do-so-a482c94e877f?source=collection_archive---------11-----------------------
02/17/2019,How to Create a Professional Website Without Building One.,The ads say anyone can do it. Sounds…,456,3,https://medium.com/swlh/how-to-create-a-professional-website-without-building-one-604a1caf9e8e?source=collection_archive---------12-----------------------
02/17/2019,I Wanna Do What YOU Do. Show Me How.,Each year I spend two to three months doing adventure travel…,230,1,https://medium.com/swlh/i-wanna-do-what-you-do-show-me-how-241f3469a92b?source=collection_archive---------13-----------------------
02/17/2019,Top Tip to Improve Your Presentation,-,258,2,https://medium.com/swlh/top-tip-to-improve-your-presentation-e74c2f3eec81?source=collection_archive---------14-----------------------
02/18/2019,How I manage my time and a team of 130 employees,-,5.9K,22,https://medium.com/swlh/how-i-manage-my-time-and-a-team-of-130-employees-db87d3eb1313?source=collection_archive---------0-----------------------
02/18/2019,The Story Behind The Starbucks Coffee,-,101,3,https://medium.com/swlh/the-story-behind-the-starbucks-coffee-bc31f77cd8fe?source=collection_archive---------1-----------------------
02/18/2019,Why I don’t fly business class,How a 15 hour flight reminded me of what I value sitting in economy…,1.3K,22,https://medium.com/swlh/why-i-dont-fly-business-class-828ca2bc3c75?source=collection_archive---------2-----------------------
02/18/2019,Fantastic Co-Founders and Where to Find Them,Where and how should you look for your best startup…,516,4,https://medium.com/swlh/fantastic-co-founders-and-where-to-find-them-c6f9b84c9c97?source=collection_archive---------3-----------------------
02/18/2019,How Brands Tell Stories,Ever wonder how brands tell stories?,1.1K,6,https://medium.com/swlh/how-brands-tell-stories-ce272f6d4627?source=collection_archive---------4-----------------------
02/18/2019,How I Became Obsessed with Reading,I used to hate it.,190,3,https://medium.com/swlh/how-i-became-obsessed-with-reading-816b9e4b91aa?source=collection_archive---------5-----------------------
02/18/2019,What Parents Need toTeach Their Kids to Protect Them from Abuse,And what I wish someone would have…,1.1K,6,https://medium.com/swlh/what-parents-need-toteach-their-kids-to-protect-them-from-abuse-4bd51627e48e?source=collection_archive---------6-----------------------
02/18/2019,John Adams & Thomas Jefferson: What Their Death Teaches Us About Life,-,373,5,https://medium.com/swlh/john-adams-thomas-jefferson-what-their-death-teaches-us-about-life-4729e0eb9e4?source=collection_archive---------7-----------------------
02/18/2019,Should you brainwash your employees?,"Onboarding, team culture, and an underappreciated fine line",73,1,https://medium.com/swlh/should-you-brainwash-your-employees-6cbbc051c754?source=collection_archive---------8-----------------------
02/18/2019,The Word ‘Entrepreneurship’ is Glorified. This Creates A Problem.,-,314,4,https://medium.com/swlh/the-word-entrepreneurship-is-glorified-this-creates-a-problem-9dd241cdd48d?source=collection_archive---------9-----------------------
02/18/2019,The single most important leading indicator of productivity,-,81,0,https://medium.com/swlh/the-single-most-important-leading-indicator-of-productivity-fcdab4341b18?source=collection_archive---------10-----------------------
02/18/2019,The Power Of Saying No,-,169,0,https://medium.com/swlh/the-power-of-saying-no-c1fa1ab082?source=collection_archive---------11-----------------------
02/18/2019,Bulletproof Willpower: Three Lessons From The Titans,-,228,0,https://medium.com/swlh/bulletproof-willpower-three-lessons-from-the-titans-526f02271ac7?source=collection_archive---------12-----------------------
02/18/2019,"Your Physical Workspace: How to be Organized, Efficient, and Comfortable",-,118,1,https://medium.com/swlh/your-physical-workspace-how-to-be-organized-efficient-and-comfortable-518d7db0b7bb?source=collection_archive---------13-----------------------
02/18/2019,Startups — Death By A Thousand Shortcuts,A closer look at why startups do what they do,165,1,https://medium.com/swlh/startup-death-by-a-thousand-shortcuts-2525972dfcc0?source=collection_archive---------14-----------------------
02/18/2019,The Worst Emails I’ve Ever Received (From People Who Want to Write For Us),-,25,1,https://medium.com/swlh/the-worst-emails-ive-ever-received-from-people-who-want-to-write-for-us-6491f5c3a0ea?source=collection_archive---------15-----------------------
02/18/2019,European Crypto Currency Legalization,-,1.3K,0,https://medium.com/swlh/european-crypto-currency-legalization-bfe4a78809fb?source=collection_archive---------16-----------------------
02/18/2019,‘In startups time is of the essence’ — interview #3 Tech Startup Culture,-,51,0,https://medium.com/swlh/in-startups-time-is-of-the-essence-interview-3-tech-startup-culture-5a9b8f2a5a0c?source=collection_archive---------17-----------------------
02/18/2019,Not Sure What to Write about Next? That’s a Good Thing Because It Isn’t Entirely up to You,-,12,0,https://medium.com/swlh/not-sure-what-to-write-about-next-thats-a-good-thing-because-it-isn-t-entirely-up-to-you-6d3e558a0544?source=collection_archive---------18-----------------------
02/18/2019,"Red Flag Must Sell 71,000 Licences per Month For Its €20M Valuation",-,0,0,https://medium.com/swlh/red-flag-must-sell-71-000-licences-per-month-for-its-20m-valuation-9b58138332a8?source=collection_archive---------19-----------------------
02/19/2019,5 Standout Pitches from SaaStr Annual 2019,These don’t start with “We’re a ___ platform that does x…,302,2,https://medium.com/swlh/5-standout-pitches-from-saastr-annual-2019-a56aeb24bbb7?source=collection_archive---------0-----------------------
02/19/2019,An enterprise sales story: How our SaaS closed the deal by walking away,Donuts can’t salvage customer…,1.3K,6,https://medium.com/swlh/an-enterprise-sales-story-how-our-saas-closed-the-deal-by-walking-away-6b269df4a176?source=collection_archive---------1-----------------------
02/19/2019,When to build and when to buy; on the lure of building software,-,40,0,https://medium.com/swlh/when-to-build-and-when-to-buy-on-the-lure-of-building-software-4dd5faf7effb?source=collection_archive---------2-----------------------
02/19/2019,“First-world” freelance problems: I have too much work,Having too many choices can be as stressful as…,193,5,https://medium.com/swlh/first-world-freelance-problems-i-have-too-much-work-7fb7107e2f1b?source=collection_archive---------3-----------------------
02/19/2019,Why You Need to Practice Perseverance to Achieve More of Your Goals,-,50,0,https://medium.com/swlh/why-you-need-to-practice-perseverance-to-achieve-more-of-your-goals-1535b05160a?source=collection_archive---------4-----------------------
02/19/2019,Startups are the new rat race,Why founders are less motivated than ever,600,2,https://medium.com/swlh/startups-are-the-new-rat-race-3a6bdab5300f?source=collection_archive---------5-----------------------
02/19/2019,My Brain Wants Me Dead,"By Tripp Hudgins, head case",287,5,https://medium.com/swlh/my-brain-wants-me-dead-53a4ea5204ef?source=collection_archive---------6-----------------------
02/19/2019,How Are Chatbots Disrupting the HR Space,Chatbots Can Make Human Resource More Human — Find out how…,369,2,https://medium.com/swlh/how-are-chatbots-disrupting-the-hr-space-d88d3c7c2973?source=collection_archive---------7-----------------------
02/19/2019,12 High-Converting Landing Pages (That’ll Make You Wish You Built ‘Em),-,100,0,https://medium.com/swlh/12-high-converting-landing-pages-thatll-make-you-wish-you-built-em-96afe0815472?source=collection_archive---------8-----------------------
02/19/2019,How To Create A Self-Motivating Team.,No sole pursuit can beat the power of a self-motivated team.,129,1,https://medium.com/swlh/how-to-create-a-self-motivating-team-233156417cd9?source=collection_archive---------9-----------------------
02/19/2019,Sorting Algorithms: Implementing Bubble Sort Using Swift,-,149,0,https://medium.com/swlh/sorting-algorithms-implementing-bubble-sort-using-swift-f21aafeb3fb0?source=collection_archive---------10-----------------------
02/19/2019,"How I learned 15 programming languages, and why your children will too",-,1.5K,3,https://medium.com/swlh/how-i-learned-15-programming-languages-and-why-your-children-will-too-29ec979bdf76?source=collection_archive---------11-----------------------
02/19/2019,Swarm testing for startup PM’s,How to get 300 users to test your prototype in 1 month,113,0,https://medium.com/swlh/swarm-testing-for-startups-64dfd3492314?source=collection_archive---------12-----------------------
02/19/2019,How Do You Make a Great Show?,-,127,1,https://medium.com/swlh/how-do-you-make-a-great-show-5544841a823e?source=collection_archive---------13-----------------------
02/19/2019,How much UX is too much?,-,163,3,https://medium.com/swlh/how-much-ux-is-too-much-4630f6b3ca31?source=collection_archive---------14-----------------------
02/19/2019,Developing Gratitude in the Desert,-,200,0,https://medium.com/swlh/developing-gratitude-in-the-desert-9f1c6a346f23?source=collection_archive---------15-----------------------
02/19/2019,Authentic Culture vs. Globalization. Should there be a difference?,When did we start caring about…,61,0,https://medium.com/swlh/authentic-culture-vs-globalization-should-there-be-a-difference-5788155851af?source=collection_archive---------16-----------------------
02/19/2019,Personal Banking for Entrepreneurs in Portugal,-,0,0,N/A
02/19/2019,How to invoke your true inner creativity,-,112,4,https://medium.com/swlh/how-to-invoke-your-true-inner-creativity-c61f6275b04c?source=collection_archive---------18-----------------------
02/19/2019,How to Build an Efficient Team for Your Startup with Limited Resources,-,34,1,https://medium.com/swlh/how-to-build-an-efficient-team-for-your-startup-with-limited-resources-4bc14ef745d4?source=collection_archive---------19-----------------------
02/19/2019,Making Business Financing & Government’s Schemes more accessible for Start-ups & MSMEs in India,-,79,0,https://medium.com/swlh/making-business-financing-governments-schemes-more-accessible-for-start-ups-msmes-in-india-105f781f5faa?source=collection_archive---------20-----------------------
02/19/2019,Why Your Business Needs You To Shower More,-,381,2,https://medium.com/swlh/why-your-business-needs-you-to-shower-more-f2e685827d94?source=collection_archive---------21-----------------------
02/19/2019,Project Change Control: keep your focus on just 4 things,Change Control should be focused Scope…,318,1,https://medium.com/swlh/project-change-control-keep-your-focus-on-just-4-things-6b9267c07b10?source=collection_archive---------22-----------------------
02/19/2019,To Follow Or Not To Follow Your Passion,-,685,2,https://medium.com/swlh/to-follow-or-not-to-follow-your-passion-bdced4585227?source=collection_archive---------23-----------------------
02/19/2019,You Aren’t As Strong As A Five-Year-Old,-,345,1,https://medium.com/swlh/you-arent-as-strong-as-a-five-year-old-254a7ba1c449?source=collection_archive---------24-----------------------
02/19/2019,Here is what you should know about Data Ethics in Neuromarketing,-,193,0,https://medium.com/swlh/here-is-what-you-should-know-about-data-ethics-in-neuromarketing-f4a23a1539a3?source=collection_archive---------25-----------------------
02/19/2019,Why Making Fewer Decisions Will Help Your Business,-,50,0,https://medium.com/swlh/why-making-fewer-decisions-will-help-your-business-47f3fffdc16d?source=collection_archive---------26-----------------------
02/20/2019,Why following your dreams is a myth,(but the truth can be much more rewarding),1.5K,4,https://medium.com/swlh/why-following-your-dreams-is-a-myth-4238142619b1?source=collection_archive---------0-----------------------
02/20/2019,How To Become An Influencer — A Beginner’s Guide,-,171,2,https://medium.com/swlh/how-to-become-an-influencer-a-beginners-guide-a9891549d2ef?source=collection_archive---------1-----------------------
02/20/2019,Can Pricing keep on being ignored and overlooked in SaaS?,-,5K,29,https://medium.com/swlh/7500-words-on-saas-pricing-is-pricing-and-monetization-in-saas-still-undervalued-b570a8c0f887?source=collection_archive---------2-----------------------
02/20/2019,Is Thinking An Evolutionary Mistake?,"“… and if it is, how do we fix it.”",1.2K,6,https://medium.com/swlh/is-thinking-an-evolutionary-mistake-8ceb2cd693c5?source=collection_archive---------3-----------------------
02/20/2019,Co-living and the future of residential real estate,Innovative experiments in shared urban housing are…,255,1,https://medium.com/swlh/co-living-and-the-future-of-residential-real-estate-f90d4215f2fe?source=collection_archive---------4-----------------------
02/20/2019,What If There Was No More Facebook?,-,1K,13,https://medium.com/swlh/what-if-there-was-no-more-facebook-95bdc4a980b6?source=collection_archive---------5-----------------------
02/20/2019,Be Careful What You Wish for in Life,You might actually get it.,1.4K,17,https://medium.com/swlh/be-careful-what-you-wish-for-in-life-f71a718c4106?source=collection_archive---------6-----------------------
02/20/2019,Writing Good User Stories,-,82,1,https://medium.com/swlh/writing-good-user-stories-bbb738ec7c9d?source=collection_archive---------7-----------------------
02/20/2019,Navigate the deepest parts of JavaScript- Closures [1/10],-,232,1,https://medium.com/swlh/navigate-the-deepest-parts-of-javascript-closures-1-10-a4214680b6f5?source=collection_archive---------8-----------------------
02/20/2019,I Quit My Job Today.,Not finding what you’re looking and getting one step closer is not a bad outcome.,713,1,https://medium.com/swlh/i-quit-my-job-today-38b9d12ea2ff?source=collection_archive---------9-----------------------
02/20/2019,How to escape the 9 to 5,Playing the long term game,365,0,https://medium.com/swlh/playing-the-long-term-game-15fee7ac99e8?source=collection_archive---------10-----------------------
02/20/2019,The nine logic gateways you need to navigate when pitching your startup,-,223,1,https://medium.com/swlh/the-nine-logic-gateways-you-need-to-navigate-when-pitching-your-startup-cba72705586e?source=collection_archive---------11-----------------------
02/20/2019,“Comparison is the thief of joy”,"Theodore Roosevelt put it well, when he called-out the harmful…",188,1,https://medium.com/swlh/comparison-is-the-thief-of-joy-c16a6cb8220d?source=collection_archive---------12-----------------------
02/20/2019,Voice Search: The Evolution of Speech Recognition Technology,"From digesting ducks to AI assistants, we…",29,0,https://medium.com/swlh/voice-search-the-evolution-of-speech-recognition-technology-f3a773f50d11?source=collection_archive---------13-----------------------
02/20/2019,Wait! What does your startup do?,I’ve been sharing my work and startup that we were building since an…,267,2,https://medium.com/swlh/explaining-what-my-startup-does-for-friends-n-fam-73da48d95215?source=collection_archive---------14-----------------------
02/20/2019,"New year, New career?",I recently interviewed three members of the Soho House family about their…,48,0,https://medium.com/swlh/new-year-new-career-1ba61a3e31b?source=collection_archive---------15-----------------------
02/20/2019,The Quest to Conquer Passion,-,0,0,N/A
02/20/2019,"How to Persist, and The Waves of Failure",Half marathon taught me how to exceed my limits,356,1,https://medium.com/swlh/waves-of-failure-and-key-to-persistence-6ac39be99031?source=collection_archive---------17-----------------------
02/20/2019,The Netflix Conundrum,"The past, present and future of TV and movies has come together in Netflix, and it‘s destroying all of that to make it new again.",145,0,https://medium.com/swlh/the-netflix-conundrum-b7829c4ebc5f?source=collection_archive---------18-----------------------
02/20/2019,Apple News: Paying dollars for cents,"Texture, subscriptions, and the importance of…",133,1,https://medium.com/swlh/apple-news-paying-dollars-for-cents-a01481504bed?source=collection_archive---------19-----------------------
02/20/2019,How to beat the myth of urgency in your life,-,299,2,https://medium.com/swlh/how-to-beat-the-myth-of-urgency-in-your-life-b35e53b2025f?source=collection_archive---------20-----------------------
02/20/2019,The two types of MVPs,and how we misuse them,60,0,https://medium.com/swlh/the-two-types-of-mvps-c702335de2f6?source=collection_archive---------21-----------------------
02/20/2019,The New Funding Model of Crypto Exchanges Attracts the Investors,-,196,1,https://medium.com/swlh/the-new-funding-model-of-crypto-exchanges-attracts-the-investors-108da1eac4cf?source=collection_archive---------22-----------------------
02/20/2019,13 Secrets to Help You Write Every Day,Is writing hard for you? Here are 13 secrets to set you on fire.,1.3K,17,https://medium.com/swlh/13-secrets-to-help-you-write-every-day-720bee634f26?source=collection_archive---------23-----------------------
02/20/2019,Funding Failure,How success stories drive capital that ruins venture capital.,70,1,https://medium.com/swlh/funding-failure-8a9999eed511?source=collection_archive---------24-----------------------
02/20/2019,Time Management Lessons We Can Learn from the U.S. Presidents,-,515,0,https://medium.com/swlh/time-management-lessons-we-can-learn-from-the-u-s-presidents-3445f1f58689?source=collection_archive---------25-----------------------
02/20/2019,Is your startup an illusion?,-,55,0,https://medium.com/swlh/when-does-optimism-become-a-fabricated-story-86dbaa6f9eab?source=collection_archive---------26-----------------------
02/20/2019,Playment: Advancing the AI age,Doing our bit to bring autonomous vehicles to the roads.,145,0,https://medium.com/swlh/playment-advancing-the-ai-age-95665d2a2679?source=collection_archive---------27-----------------------
02/20/2019,"How Startups Can Integrate Culture Into Their Content-Marketing Strategies, and Scale It Fast",-,49,0,https://medium.com/swlh/how-startups-can-integrate-culture-into-their-content-marketing-strategies-and-scale-it-fast-459d169873c0?source=collection_archive---------28-----------------------
02/20/2019,Career Fuel: Be Like Bowie,The value of ownership and shapeshifting in a portfolio career world,64,0,https://medium.com/swlh/career-fuel-be-like-bowie-adf6eb462339?source=collection_archive---------29-----------------------
02/20/2019,Modernize the YOU corporation,Self improvement ideas inspired by technology and consulting,13,0,https://medium.com/swlh/modernize-the-you-corporation-6ea5d15f27a4?source=collection_archive---------30-----------------------
02/21/2019,One on One Meeting Questions Great Managers Ask Their Employees,-,349,2,https://medium.com/swlh/one-on-one-meeting-questions-great-managers-ask-their-employees-dfb33c31f2f2?source=collection_archive---------0-----------------------
02/21/2019,I Contacted 453 VCs and Lost Our Side Bet,Exploring Alternative Sources of Funding,916,5,https://medium.com/swlh/i-contacted-453-vcs-and-lost-our-side-bet-db25c1e3496a?source=collection_archive---------1-----------------------
02/21/2019,What I’ve Learned from Surrounding Myself with Confident People,Confidence: taking care of your own…,3.5K,19,https://medium.com/swlh/what-ive-learned-from-surrounding-myself-with-confident-people-400706081732?source=collection_archive---------2-----------------------
02/21/2019,"Startups Should Do “Value Pool Sizing”, Not “Market Sizing”",-,314,2,https://medium.com/swlh/startups-should-do-value-pool-sizing-not-market-sizing-90afdb4b78b1?source=collection_archive---------3-----------------------
02/21/2019,How to Resist Temptations And Overcome Procrastination — A Willpower Hack That Works Almost 100% Times,-,601,2,https://medium.com/swlh/how-to-resist-temptations-and-overcome-procrastination-a-willpower-hack-that-works-almost-100-2537bf0042b5?source=collection_archive---------4-----------------------
02/21/2019,The Best Web Design Trends of 2019,"Multi-Tonal Gradients, Bright Hues, Split-Screens, and Type Cutouts…",144,1,https://medium.com/swlh/the-best-web-design-trends-of-2019-78dd73020484?source=collection_archive---------5-----------------------
02/21/2019,3 ways being a PM didn’t prepare me for starting a company,-,438,2,https://medium.com/swlh/3-ways-being-a-pm-didnt-prepare-me-for-starting-a-company-1460a048da7a?source=collection_archive---------6-----------------------
02/21/2019,The ‘product’ value in a startup.,Investing in product is just as critical as investing in technology…,1.3K,0,https://medium.com/swlh/the-product-value-in-a-startup-aa848983880e?source=collection_archive---------7-----------------------
02/21/2019,100% effective method to kill innovation at your company,Is innovation important to your business…,56,0,https://medium.com/swlh/100-effective-method-to-kill-innovation-at-your-company-6a35986a52f4?source=collection_archive---------8-----------------------
02/21/2019,These 8 Words Are Your Wake-up Call to Living a Great Life,-,402,0,https://medium.com/swlh/these-8-words-are-your-wake-up-call-to-living-a-great-life-ef35e2de08f4?source=collection_archive---------9-----------------------
02/21/2019,From sorority sister to software engineer,I never thought I’d learn to code,301,3,https://medium.com/swlh/from-sorority-sister-to-software-engineer-92aedd3f8c17?source=collection_archive---------10-----------------------
02/21/2019,Are You Really Doing Your Dream Job?,-,1.1K,0,https://medium.com/swlh/are-your-really-doing-your-dream-job-63b3c6ab63d1?source=collection_archive---------11-----------------------
02/21/2019,What Elon Musk’s tweets really mean for Tesla,It’s not as simple as it seems.,45,1,https://medium.com/swlh/what-elon-musks-tweets-really-mean-for-tesla-bf5068f51690?source=collection_archive---------12-----------------------
02/21/2019,The Mind of a Champion,-,200,2,https://medium.com/swlh/the-mind-of-a-champion-7e761750acc5?source=collection_archive---------13-----------------------
